Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
FKBP15_pS23,0.303308663,0.010698241,0.351658638,0.002834053
AHCTF1_pS537,-0.34971797,0.006162825,-0.355316922,0.005337705
SAMHD1_pS23,0.296669788,0.036432459,0.294181683,0.038107362
NBEA_pS2138,-0.269046677,0.036021883,-0.322976353,0.011124016
UBE2J1_pS184,0.261988476,0.016730265,0.223058153,0.042667308
BOLA1_pS81,-0.280093343,0.034836837,-0.296512343,0.025113528
RSF1_pS397,-0.289109954,0.048726036,-0.290972912,0.047226926
OTUB1_pS16,-0.238967678,0.015568991,-0.234361969,0.017745371
SAMD4B_pS252,0.269472662,0.010216737,0.253341057,0.015985236
RIF1_pS2144,-0.334591837,0.018780803,-0.359669882,0.011140337
C7orf43_pS494,0.302432231,0.032785648,0.3379463,0.016382119
DNAJA4_pS108,-0.262846079,0.010483403,-0.234598427,0.022849315
SSH1_pS583,-0.249132703,0.016033318,-0.250834499,0.015302028
FBXO42_pT534_S552,-0.34807155,0.015338511,-0.324774483,0.024307736
ANKIB1_pS911,-0.324132025,0.029842285,-0.342808364,0.021152114
ANKIB1_pS912,-0.277960079,0.038059126,-0.29754935,0.025937625
KIAA1217_pS357_S361,-0.331935365,0.024217674,-0.422180465,0.003471729
GRIPAP1_pS666,-0.271715004,0.023916154,-0.256147138,0.033634319
NUP107_pS11,-0.33563635,0.027783794,-0.316987486,0.038347351
NLN_pS32,-0.245575331,0.019647433,-0.241827944,0.02165828
MAVS_pS152_S157,0.28997637,0.031753249,0.358493245,0.007197598
TLDC1_pS425,-0.351399029,0.014323253,-0.345206376,0.016261171
RTN1_pS71,0.323617407,0.004914592,0.26702542,0.021455904
CCAR2_pS675_S678,-0.20234275,0.041397783,-0.201252326,0.042529482
RBSN_pS230_S233,-0.263812836,0.019604976,-0.245314951,0.0304046
DEPTOR_pS263,-0.384729405,0.009067185,-0.373643839,0.011463104
HIVEP3_pS2034,0.231086159,0.028424048,0.213507113,0.043325807
FYCO1_pS196,-0.245921073,0.019470257,-0.260355849,0.013200015
CLMN_pS927,0.248399207,0.03958623,0.237252443,0.049659263
ZC3H12A_pS516,0.278274014,0.017939521,0.254889863,0.030711788
YWHAE|14-3-3_epsilon,0.141917245,2.49E-05,0.127608888,0.000152491
TP53BP1|53BP1,-0.066263687,0.049927945,-0.083189312,0.013780556
MYC|c-Myc,0.101248853,0.002698678,0.11188597,0.000909197
PECAM1|CD31,0.15778254,2.70E-06,0.131834167,9.10E-05
ITGA2|CD49b,0.105322022,0.001799435,0.069734825,0.039062513
CHEK1|Chk1,0.12129381,0.000320507,0.129372653,0.000123154
CLDN7|Claudin-7,-0.144466981,1.77E-05,-0.147439335,1.18E-05
COL6A1|Collagen_VI,0.179900107,8.29E-08,0.110186255,0.001088821
CCND1|Cyclin_D1,0.082618257,0.014446374,0.070771718,0.036234411
CCNE1|Cyclin_E1,0.075375943,0.025686892,0.071016253,0.035593439
ESR1|ER-alpha,-0.07464427,0.027160966,-0.09730779,0.00394184
ESR1|ER-alpha_pS118,-0.073489739,0.029635111,-0.068170825,0.043681101
GAB2|GAB2_y,-0.097502162,0.003870042,-0.109336009,0.001190481
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9,-0.146969542,1.26E-05,-0.14708735,1.24E-05
ERBB2|HER2,-0.08684068,0.010127698,-0.08606953,0.010818152
ERBB2|HER2_pY1248,-0.102851165,0.002304804,-0.078303943,0.020458262
IGFBP2|IGFBP2_y,-0.121624641,0.000308539,-0.096722531,0.004165375
MAPK8|JNK_pT183_Y185,0.142225834,2.39E-05,0.134648816,6.39E-05
XRCC5|Ku80,-0.07551322,0.02541816,-0.068920694,0.04141222
LCK|Lck,0.089144803,0.008292185,0.083702153,0.013205821
MTOR|mTOR_pS2448,0.0807148,0.016874617,0.086911788,0.010066047
NFKB1|NF-kB-p65_pS536,-0.172185907,2.94E-07,-0.215707868,1.11E-10
CDH3|P-Cadherin,0.07655182,0.023462571,0.109761348,0.001138578
MAPK14|p38_pT180_Y182,0.132214157,8.68E-05,0.093540591,0.005594068
RPS6KB1|p70S6K_pT389,0.120828406,0.000338078,0.14892355,9.59E-06
PXN|Paxillin,-0.1157832,0.000595776,-0.119915502,0.000375187
PRKCA |PKC-alpha,0.140605546,2.96E-05,0.08235664,0.014760752
PRKCA |PKC-alpha_pS657,0.138835249,3.74E-05,0.096161639,0.004390313
RAD50|Rad50,0.114950665,0.000652789,0.06893939,0.041356949
RB1|Rb_pS807_S811,-0.145663538,1.50E-05,-0.124316205,0.000225592
RPS6|S6_pS235_S236,0.093860156,0.00543288,0.113713826,0.000746899
SHC1|Shc_pY317,0.078014157,0.020930743,0.086179487,0.010717215
SMAD4|Smad4,0.130051382,0.000113351,0.097812984,0.003757692
STAT3|STAT3_pY705,0.133599708,7.30E-05,0.075085205,0.026264147
TSC2|Tuberin,-0.156200576,3.40E-06,-0.164362239,1.00E-06
EIF4EBP1|4E-BP1_pT70,-0.14293952,2.17E-05,-0.111073725,0.000991307
BRAF|B-Raf,-0.113396525,0.000772992,-0.121898883,0.000298937
EIF4G1|eIF4G,-0.141982099,2.47E-05,-0.130440076,0.000108073
GSK3A GSK3B|GSK3_pS9,-0.113169117,0.00079221,-0.106073677,0.00166721
NRG1|Heregulin,0.15023192,7.99E-06,0.109686631,0.001147542
NRAS|N-Ras,0.093487249,0.005621389,0.075767427,0.024926934
PEA15|PEA15_pS116,0.088200482,0.009005109,0.090928246,0.007081909
PRDX1|PRDX1_y,0.097222331,0.003973787,0.085785939,0.011082385
RICTOR|Rictor,-0.079983107,0.017899152,-0.084208411,0.012659321
RICTOR|Rictor_pT1135,-0.110021362,0.001107887,-0.112351963,0.000864978
TGM2|Transglutaminase,0.071721531,0.033798602,0.10536604,0.001791434
TSC2|Tuberin_pT1462,-0.138004363,4.16E-05,-0.154984054,4.06E-06
ACVRL1|ACVRL1,0.116637053,0.000542135,0.082103711,0.015070397
DIRAS3|DIRAS3,0.185338065,3.28E-08,0.163250259,1.19E-06
ERCC1|ERCC1_y,0.082982394,0.014018618,0.112414345,0.000859212
INTS4-GAB2 Fusion,0.069619835,0.042192328,0.072751961,0.033732379
PDS5B-UBR2 Fusion,0.091802098,0.007332691,0.111469036,0.001117825
PRKCA-RGS9 Fusion,0.077508768,0.023667189,0.099503247,0.003644957
SRPK2-PUS7 Fusion,0.077804533,0.023137964,0.076725742,0.025119195
BMPR2_p.Q6*,0.062884481,0.04582397,0.071400949,0.023322015
CERKL_nan,0.062884481,0.04582397,0.070795695,0.02452249
rna_AARS,-0.112853718,0.000199395,-0.09125427,0.002660197
rna_ABCA1,-0.061826956,0.042020581,-0.063922545,0.035520585
rna_ABCA17P,0.082407398,0.006684416,0.095969719,0.001575234
rna_ABCB1,0.130514684,1.66E-05,0.090739623,0.00281285
rna_ABCB9,-0.106005834,0.000478081,-0.067436955,0.026540036
rna_ABCC6P1,-0.070884761,0.01970566,-0.066944819,0.027665833
rna_ABCD2,0.111423833,0.000240326,0.063760951,0.03598935
rna_ABCF3,-0.165282063,4.55E-08,-0.111394376,0.000241247
rna_ABHD12,-0.133954593,9.82E-06,-0.093531364,0.002071423
rna_ABHD5,0.062055116,0.041267302,0.064434509,0.034069646
rna_ABHD8,-0.061085618,0.04454882,-0.073593464,0.015467148
rna_ABI2,0.112868965,0.000198996,0.079696088,0.008724962
rna_ACAD9,-0.106127669,0.000470904,-0.068453618,0.024338933
rna_ACADVL,-0.087899279,0.003808545,-0.062227654,0.040705272
rna_ACCN2,-0.072651214,0.016840622,-0.073824474,0.015145831
rna_ACSF3,-0.09935235,0.001066405,-0.115276086,0.000144605
rna_ACSL4,0.090868074,0.002774019,0.125074026,3.70E-05
rna_ACSL5,0.099904553,0.000999475,0.073894674,0.015049358
rna_ADAM8,-0.083318172,0.006101989,-0.067606613,0.026161202
rna_ADAMTS1,0.14459249,1.79E-06,0.095605242,0.001641692
rna_ADAMTS2,-0.091861579,0.002489804,-0.093022679,0.002191498
rna_ADAMTS7,-0.127630844,2.55E-05,-0.08880258,0.003461732
rna_ADAMTS8,0.106768426,0.000434785,0.085409724,0.004933582
rna_ADAMTSL2,-0.078132111,0.010139948,-0.08243169,0.006668255
rna_ADCK5,-0.097522406,0.001318924,-0.070792173,0.019866907
rna_ADCY6,-0.087478326,0.003980693,-0.106800091,0.000433069
rna_ADORA3,-0.12056344,7.02E-05,-0.128537529,2.23E-05
rna_ADRB1,0.089570322,0.003189807,0.168765403,2.34E-08
rna_AEBP1,-0.075667362,0.012785901,-0.075745904,0.012692974
rna_AFAP1L2,0.102129641,0.000767253,0.066548785,0.028601425
rna_AGA,0.06746679,0.026473075,0.066165529,0.029532611
rna_AGK,0.101746444,0.000803295,0.133937903,9.84E-06
rna_AGPAT9,0.105699245,0.000496593,0.072025515,0.017810705
rna_AGRN,-0.066723742,0.028184801,-0.060018,0.048414084
rna_AHCTF1,0.070656441,0.02010537,0.086820051,0.00426407
rna_AHR,0.094009705,0.001964039,0.069664046,0.021925917
rna_AIDA,0.070481862,0.020415748,0.105561127,0.000505149
rna_AIFM1,-0.083607957,0.005926488,-0.073990081,0.01491911
rna_AK3,0.095204814,0.001717669,0.082771589,0.006445783
rna_AKT2,-0.071672324,0.018379603,-0.072881391,0.016495588
rna_AKT3,0.070162226,0.020994845,0.077059233,0.011225176
rna_ALDH16A1,-0.083814376,0.005804261,-0.09290816,0.002219394
rna_ALDOA,-0.122409279,5.41E-05,-0.073033163,0.016271489
rna_ALKBH6,-0.076173984,0.012196913,-0.061375531,0.043545248
rna_ALPK1,0.118808596,8.95E-05,0.08081518,0.007823483
rna_ALX4,0.103195601,0.000674725,0.158100304,1.72E-07
rna_AMDHD2,-0.082783231,0.006438283,-0.084248085,0.005554812
rna_AMN1,0.078466506,0.00982132,0.060795114,0.045573912
rna_ANAPC11,-0.075538837,0.01293926,-0.062750632,0.039041143
rna_ANAPC16,0.074156125,0.014694796,0.063844351,0.035746762
rna_ANAPC2,-0.102817924,0.000706253,-0.102669456,0.000719018
rna_ANK3,0.061914191,0.04173121,0.067340398,0.026757747
rna_ANKIB1,0.123843061,4.41E-05,0.092454714,0.002333071
rna_ANKRD12,0.108434973,0.000352574,0.063569111,0.036552681
rna_ANKRD36,0.097947528,0.001255778,0.071326332,0.018952244
rna_ANKRD52,-0.111503266,0.00023786,-0.109862502,0.000293944
rna_ANKRD57,0.101456341,0.000831618,0.063769588,0.035964163
rna_ANKRD58,-0.093837145,0.002002175,-0.066458896,0.028817527
rna_ANKRD9,-0.114476868,0.000160886,-0.099582532,0.001038018
rna_ANP32E,0.070703791,0.020021901,0.08540174,0.004937628
rna_AP1B1,-0.117569822,0.000106059,-0.077275838,0.010998126
rna_AP2A1,-0.147855443,1.04E-06,-0.103409505,0.000657453
rna_AP2A2,-0.081834582,0.007075821,-0.0894302,0.003237938
rna_AP2S1,-0.101364084,0.000840818,-0.063648668,0.03631816
rna_AP3D1,-0.085430552,0.004923041,-0.088981989,0.003396365
rna_APEH,-0.088837809,0.003448807,-0.083628381,0.005914292
rna_APLF,0.082188367,0.006831724,0.0695146,0.022212128
rna_APOBEC3F,0.067621252,0.026128732,0.084426104,0.005455252
rna_APOBEC3G,0.103044104,0.000687212,0.072804644,0.016609937
rna_APOE,-0.075513851,0.012969263,-0.067829724,0.025670119
rna_APOL6,0.072234882,0.017480795,0.062219026,0.040733223
rna_APOM,0.079459237,0.008927242,0.091141918,0.002692862
rna_AQP1,0.083589189,0.005937716,0.067154391,0.027181489
rna_ARAF,-0.120583512,7.00E-05,-0.116530678,0.000122136
rna_ARFGAP1,-0.116102163,0.000129412,-0.094151176,0.001933272
rna_ARFRP1,-0.068387401,0.024477326,-0.07408152,0.014795212
rna_ARHGAP21,0.07826253,0.010014601,0.064210244,0.03469888
rna_ARHGAP26,0.095274189,0.001704279,0.083915317,0.00574532
rna_ARHGAP36,0.103888783,0.000620233,0.081483589,0.00732569
rna_ARHGEF16,-0.066820844,0.027955836,-0.079528692,0.008867496
rna_ARHGEF3,0.125960064,3.25E-05,0.095479747,0.001665164
rna_ARHGEF6,0.108420886,0.000353204,0.069734571,0.021791965
rna_ARHGEF9,0.081537616,0.007286721,0.077225725,0.01105029
rna_ARID3A,-0.114305553,0.000164593,-0.080202108,0.008306448
rna_ARID5B,0.111554967,0.000236268,0.087577742,0.003939412
rna_ARIH1,0.095286048,0.001701999,0.0665123,0.028688971
rna_ARL11,-0.066423184,0.028903773,-0.074908565,0.013715087
rna_ARL5B,0.079359495,0.009013671,0.062389513,0.040183935
rna_ARL6IP5,0.079785742,0.008649468,0.095617428,0.001639429
rna_ARMC10,0.126756043,2.90E-05,0.13584778,7.32E-06
rna_ARMC5,-0.068687456,0.02385562,-0.071864304,0.018068434
rna_ARMCX5,0.093331567,0.002117847,0.062198595,0.040799474
rna_ARRDC3,0.134322316,9.28E-06,0.076316179,0.012035974
rna_ASB12,0.077051452,0.01123341,0.0936286,0.002049168
rna_ASB1,-0.072740529,0.016705996,-0.075597224,0.012869391
rna_ASB7,0.066479178,0.028768646,0.063075734,0.038036029
rna_ASCC1,0.069243588,0.02273944,0.062216105,0.040742689
rna_ASL,-0.108014967,0.000371801,-0.096719511,0.00144623
rna_ASPSCR1,-0.065820648,0.030392699,-0.081007859,0.007676971
rna_ASRGL1,0.069352517,0.022526204,0.079088579,0.009252201
rna_ATAD1,0.069826618,0.021618209,0.063042491,0.038137786
rna_ATF7,0.092998209,0.002197431,0.069506966,0.022226834
rna_ATF7IP2,0.076105478,0.012275126,0.061036757,0.044719861
rna_ATP12A,-0.060911842,0.045159655,0.064339743,0.034334337
rna_ATP2B4,0.128971469,2.09E-05,0.085223916,0.005028533
rna_ATP5B,-0.119691162,7.92E-05,-0.10120581,0.00085682
rna_ATP6AP1,-0.090468339,0.002896494,-0.084064297,0.005659314
rna_ATP6V0D1,-0.109207996,0.000319592,-0.102397281,0.000742975
rna_ATP6V1B2,-0.065173411,0.03206492,-0.059860153,0.049008762
rna_ATP6V1E1,-0.099756429,0.001017037,-0.060828966,0.045453445
rna_ATXN7,0.118888875,8.85E-05,0.078042813,0.010226576
rna_ATXN7L1,0.117369117,0.000109,0.10467863,0.000563139
rna_AZI1,-0.07389764,0.015045293,-0.070770389,0.019905012
rna_B3GALT1,0.073334537,0.015834404,0.095603052,0.001642099
rna_B4GALT7,-0.070705806,0.020018355,-0.079088923,0.009251894
rna_BACH1,0.10334526,0.000662597,0.072541792,0.017006852
rna_BAHD1,-0.098142351,0.001227782,-0.081526517,0.007294711
rna_BAIAP2,-0.073529219,0.015557566,-0.059658247,0.04977834
rna_BANP,-0.115380349,0.000142599,-0.092856421,0.002232104
rna_BAT3,-0.091310534,0.002643974,-0.078907548,0.009414711
rna_BAT4,-0.101376581,0.000839566,-0.080093026,0.008395119
rna_BAT5,-0.096031992,0.00156413,-0.075267593,0.013268263
rna_BAX,-0.096828203,0.001428358,-0.088491492,0.00357779
rna_BCAR1,-0.091347026,0.002633502,-0.099795394,0.00101239
rna_BCAT2,-0.062507956,0.039806028,-0.06878599,0.023654467
rna_BCKDHA,-0.111024956,0.000253077,-0.107135616,0.000415268
rna_BCL10,0.089430278,0.003237911,0.079937161,0.008523287
rna_BCL11B,0.08837887,0.00362067,0.060961497,0.0449844
rna_BCL2L12,-0.065290705,0.031756161,-0.062755728,0.039025218
rna_BCL2L2,-0.072008712,0.017837418,-0.064854316,0.032917925
rna_BDH1,-0.077485562,0.010782179,-0.099338298,0.001068161
rna_BDNFOS,0.097584888,0.001309463,0.09776147,0.001283063
rna_BFAR,0.086856509,0.00424791,0.076552109,0.01177309
rna_BHLHA15,-0.081727879,0.007150961,-0.08365687,0.005897318
rna_BHLHE40,0.095269372,0.001705205,0.0698008,0.021666825
rna_BHLHE41,0.090977931,0.002741197,0.105549371,0.000505884
rna_BIRC3,0.120551524,7.03E-05,0.096992964,0.001401654
rna_BLNK,0.079559491,0.008841117,0.070567233,0.020263452
rna_BLVRB,-0.111946524,0.000224528,-0.089147277,0.003337139
rna_BMF,-0.069151794,0.022920491,-0.068454646,0.02433679
rna_BMP1,-0.085297947,0.004990506,-0.076600154,0.011720183
rna_BMP8A,-0.086174149,0.004559755,-0.082168149,0.006845468
rna_BNIP2,0.136402695,6.71E-06,0.081540383,0.00728473
rna_BOC,0.085638403,0.004818949,0.062901185,0.038572914
rna_BOLA2,-0.06457165,0.033689679,-0.060893685,0.045223885
rna_BPGM,0.073515104,0.015577494,0.085343574,0.004967198
rna_BRF1,-0.088581477,0.003543861,-0.08389586,0.00575664
rna_BTBD19,-0.066905479,0.027757574,-0.104159993,0.000600049
rna_BTG1,0.107396813,0.000401886,0.083860234,0.005777417
rna_BTG2,0.103265851,0.000669007,0.070488942,0.020403081
rna_C10orf107,0.062557845,0.039647757,0.068994962,0.023232716
rna_C10orf113,0.061974827,0.041531066,0.121217646,6.40E-05
rna_C10orf84,0.074512116,0.014223854,0.114947911,0.000151093
rna_C11orf1,0.062220283,0.040729151,0.10850833,0.000349313
rna_C11orf17,-0.140635432,3.42E-06,-0.110131597,0.000283969
rna_C11orf42,-0.07282084,0.016585748,-0.093630019,0.002048845
rna_C11orf46,0.098764484,0.001142189,0.067532497,0.026326119
rna_C12orf32,0.086534279,0.004392682,0.094497775,0.001859753
rna_C12orf34,-0.074042203,0.014848375,-0.072457414,0.017136017
rna_C12orf35,0.142275272,2.62E-06,0.0828652,0.006385695
rna_C12orf44,-0.101760126,0.000801982,-0.082920651,0.00635034
rna_C12orf49,-0.073715729,0.015296348,-0.060463204,0.046769338
rna_C12orf62,-0.085182174,0.005050089,-0.066824193,0.027947967
rna_C13orf30,0.068765868,0.023695425,0.068302146,0.024656509
rna_C14orf126,0.088597634,0.0035378,0.076988225,0.011300509
rna_C14orf128,0.086107514,0.004591292,0.075755741,0.012681377
rna_C14orf21,-0.068078898,0.025131104,-0.071219189,0.019132704
rna_C14orf72,0.063290795,0.037383273,0.065384279,0.031511669
rna_C15orf37,-0.130861999,1.57E-05,-0.081844041,0.007069194
rna_C15orf57,0.06788317,0.02555367,0.074171643,0.014673984
rna_C15orf5,0.10032304,0.000951363,0.071773745,0.018214638
rna_C16orf79,-0.068355154,0.024544968,-0.060101094,0.048103474
rna_C16orf86,-0.07889749,0.009423814,-0.094215587,0.001919411
rna_C17orf101,-0.078366483,0.00991568,-0.089632145,0.003168779
rna_C17orf106,-0.061583857,0.042835935,-0.072317524,0.017352051
rna_C17orf28,-0.08333443,0.00609202,-0.075805368,0.012623017
rna_C17orf59,-0.077315027,0.010957485,-0.071979645,0.017883709
rna_C18orf25,0.074663457,0.014027707,0.06555004,0.031082523
rna_C18orf34,0.132375274,1.25E-05,0.064165206,0.034826433
rna_C19orf59,-0.08296721,0.00632079,-0.068306717,0.024646874
rna_C19orf60,-0.075772487,0.012661657,-0.079607132,0.008800449
rna_C19orf6,-0.071005103,0.019497784,-0.074860008,0.013776526
rna_C19orf71,-0.080557063,0.008023674,-0.085434385,0.004921103
rna_C1D,-0.070999964,0.019506622,-0.060000175,0.048480936
rna_C1orf122,-0.074311486,0.014487606,-0.074463278,0.014287665
rna_C1orf186,0.086977502,0.004194676,0.08568021,0.004798254
rna_C1orf87,0.065157302,0.032107525,0.0780505,0.010219093
rna_C1orf89,-0.090385356,0.00292253,-0.109612978,0.000303486
rna_C1RL,0.113000218,0.000195592,0.10251583,0.00073245
rna_C1S,0.060116114,0.048047508,0.06526714,0.031817986
rna_C20orf30,0.082480962,0.006635584,0.084299581,0.005525845
rna_C21orf63,0.130535833,1.65E-05,0.156186689,2.43E-07
rna_C21orf70,-0.073065551,0.016224015,-0.067251023,0.026960636
rna_C22orf28,-0.127978831,2.42E-05,-0.078816173,0.009497699
rna_C2orf3,0.109677768,0.000300981,0.113385432,0.000185917
rna_C2orf58,0.096645835,0.001458461,0.06858994,0.024056154
rna_C2orf68,0.087261094,0.004072262,0.072019202,0.017820738
rna_C2orf69,0.086983829,0.004191909,0.10302657,0.000688671
rna_C2orf73,0.063328334,0.037270316,0.061592839,0.042805573
rna_C2orf88,0.144755298,1.74E-06,0.072786696,0.016636778
rna_C3,0.101427665,0.000834468,0.071276677,0.019035692
rna_C3AR1,-0.064933583,0.032704239,-0.089806035,0.003110309
rna_C3orf17,0.068230153,0.024808701,0.062498574,0.039835852
rna_C3orf23,0.078193895,0.010080393,0.10187268,0.000791252
rna_C3orf42,0.092773107,0.00225271,0.123901662,4.38E-05
rna_C3P1,-0.100341384,0.000949304,-0.069528886,0.022184629
rna_C4orf36,0.08628058,0.00450979,0.07545223,0.013043517
rna_C4orf39,0.067310571,0.026825311,0.064041467,0.035178941
rna_C5orf35,0.076098198,0.012283464,0.065745112,0.030583918
rna_C7orf10,-0.089762035,0.00312501,-0.080610468,0.007981882
rna_C7orf27,-0.079453226,0.00893243,-0.067455354,0.026498724
rna_C7orf41,0.096175997,0.001538727,0.082469559,0.006643132
rna_C7orf42,0.102638235,0.000721729,0.108097787,0.000367934
rna_C7orf50,-0.098521188,0.001174983,-0.07868021,0.009622388
rna_C7orf54,0.059690635,0.04965421,0.064066609,0.03510707
rna_C7orf63,0.1021204,0.000768104,0.069887101,0.021504692
rna_C8orf37,0.103970323,0.0006141,0.060682938,0.045975023
rna_C8orf4,0.096472419,0.001487627,0.073038196,0.016264105
rna_C9orf110,-0.070155836,0.021006565,-0.080500289,0.008068317
rna_C9orf114,-0.077076518,0.011206907,-0.063468344,0.036851573
rna_C9orf144,0.070176026,0.02096955,0.086251047,0.004523605
rna_C9orf163,-0.113716979,0.000177951,-0.12371778,4.49E-05
rna_C9orf167,-0.08547244,0.004901901,-0.10518646,0.000529055
rna_C9orf171,0.071641227,0.018430445,0.062284255,0.040522317
rna_C9orf172,-0.11030305,0.00027778,-0.085743453,0.0047671
rna_C9orf173,-0.079334674,0.009035294,-0.078191708,0.010082497
rna_C9orf21,0.089229279,0.003308106,0.092517456,0.002317031
rna_C9orf69,-0.098735171,0.001146095,-0.088230103,0.003678027
rna_C9orf7,-0.09770607,0.001291293,-0.087839648,0.003832513
rna_C9orf72,0.12711247,2.75E-05,0.08029384,0.008232529
rna_C9orf86,-0.110277759,0.000278685,-0.091586922,0.00256559
rna_C9orf93,0.111233213,0.000246343,0.075614087,0.012849274
rna_CACNA1H,-0.066349945,0.029081339,-0.08034217,0.008193822
rna_CALM3,-0.077391616,0.010878443,-0.080283291,0.008241
rna_CALML4,0.09969795,0.001024048,0.063528231,0.036673688
rna_CAMTA1,0.076716733,0.011592682,0.070100581,0.021108158
rna_CANT1,-0.103311137,0.000665344,-0.09800464,0.001247511
rna_CAPN10,-0.074127885,0.014732735,-0.074569641,0.014149016
rna_CAPZA1,0.083627861,0.005914603,0.085098386,0.00509361
rna_CARD14,-0.07951356,0.008880483,-0.098248592,0.001212758
rna_CARD8,0.096300488,0.001517073,0.06820183,0.024868799
rna_CARS,-0.142210269,2.65E-06,-0.107628953,0.000390331
rna_CASKIN1,-0.074320937,0.014475085,-0.06293327,0.038473745
rna_CASP2,0.094283027,0.001904996,0.129765205,1.86E-05
rna_CASP8,0.060504214,0.046620221,0.068599287,0.02403687
rna_CAV2,0.087512856,0.003966311,0.062568915,0.039612708
rna_CBLL1,0.107909537,0.000376779,0.072403184,0.017219483
rna_CBR4,0.078148338,0.010124276,0.062644439,0.039374305
rna_CBX8,-0.131894918,1.35E-05,-0.092806999,0.002244306
rna_CC2D1A,-0.069803493,0.021661748,-0.064550489,0.033748073
rna_CCBL2,0.085239316,0.0050206,0.064916201,0.032750993
rna_CCDC109A,0.079755993,0.008674454,0.087084577,0.00414807
rna_CCDC115,0.111695958,0.000231976,0.118200517,9.73E-05
rna_CCDC122,0.081858684,0.007058946,0.064561566,0.033717494
rna_CCDC137,-0.067467434,0.026471631,-0.090691898,0.002827404
rna_CCDC141,0.114614069,0.000157974,0.063371869,0.03713968
rna_CCDC142,-0.080625599,0.007970077,-0.089310214,0.003279676
rna_CCDC22,-0.121640526,6.03E-05,-0.090401458,0.002917461
rna_CCDC33,0.087166336,0.0041128,0.077725496,0.010539751
